RegionName,Country,Class,Category,Type,Constant 2018 USD,Data Type
Africa,Mozambique,B5,Capacity-enhancing,Tax exemption,2391873.083,Modeled
Africa,Mozambique,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Africa,Mozambique,B7,Capacity-enhancing,Fuel subsidies,1179118.776,Modeled
Africa,Mozambique,C1,Ambiguous,Fisher assistance,8995.483238,Reported
Africa,Mozambique,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,Mozambique,C3,Ambiguous,Rural fisher communities,610800.2552,Modeled
Africa,Namibia,A1,Beneficial,Fisheries mangt.,12877659.34,Reported
Africa,Namibia,A2,Beneficial,Fishery R&D,3409343.886,Modeled
Africa,Namibia,A3,Beneficial,MPAs,592958.2479,Modeled
Africa,Namibia,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Africa,Namibia,B2,Capacity-enhancing,Fisheries dev. projects,294376.1161,Reported
Africa,Namibia,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Africa,Namibia,B4,Capacity-enhancing,Markt. & storage infrast.,45984143.96,Modeled
Africa,Namibia,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Africa,Namibia,B6,Capacity-enhancing,Fishing access,13027.17,Modeled
Africa,Namibia,B7,Capacity-enhancing,Fuel subsidies,4133740.475,Modeled
Africa,Namibia,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Africa,Namibia,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,Namibia,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Africa,Nigeria,A1,Beneficial,Fisheries mangt.,988712.0057,Reported
Africa,Nigeria,A2,Beneficial,Fishery R&D,209850.7696,Reported
Africa,Nigeria,A3,Beneficial,MPAs,0,not found evidence of subsidy
Africa,Nigeria,B1,Capacity-enhancing,Boat constsruct. & renov.,1465876.115,Reported
Africa,Nigeria,B2,Capacity-enhancing,Fisheries dev. projects,1924207.983,Reported
Africa,Nigeria,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Africa,Nigeria,B4,Capacity-enhancing,Markt. & storage infrast.,21354888.93,Reported
Africa,Nigeria,B5,Capacity-enhancing,Tax exemption,11068824.04,Modeled
Africa,Nigeria,B6,Capacity-enhancing,Fishing access,1588003.99,Modeled
Africa,Nigeria,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Africa,Nigeria,C1,Ambiguous,Fisher assistance,10766873.08,Modeled
Africa,Nigeria,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,Nigeria,C3,Ambiguous,Rural fisher communities,2691887.436,Modeled
Africa,Sao Tome Prn,A1,Beneficial,Fisheries mangt.,2612212.652,Reported
Africa,Sao Tome Prn,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Africa,Sao Tome Prn,A3,Beneficial,MPAs,0,not found evidence of subsidy
Africa,Sao Tome Prn,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Africa,Sao Tome Prn,B2,Capacity-enhancing,Fisheries dev. projects,834621.543,Reported
Africa,Sao Tome Prn,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Africa,Sao Tome Prn,B4,Capacity-enhancing,Markt. & storage infrast.,546415.4411,Reported
Africa,Sao Tome Prn,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Africa,Sao Tome Prn,B6,Capacity-enhancing,Fishing access,48719.93,Modeled
Africa,Sao Tome Prn,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Africa,Sao Tome Prn,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Africa,Sao Tome Prn,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,Sao Tome Prn,C3,Ambiguous,Rural fisher communities,63200.54775,Modeled
Africa,Senegal,A1,Beneficial,Fisheries mangt.,18361362.53,Reported
Africa,Senegal,A2,Beneficial,Fishery R&D,4298318.584,Modeled
Africa,Senegal,A3,Beneficial,MPAs,2354040.162,Modeled
Africa,Senegal,B1,Capacity-enhancing,Boat constsruct. & renov.,7321817.66,Reported
Africa,Senegal,B2,Capacity-enhancing,Fisheries dev. projects,111374838,Modeled
Africa,Senegal,B3,Capacity-enhancing,Fishing port develop.,22286705.89,Reported
Africa,Senegal,B4,Capacity-enhancing,Markt. & storage infrast.,28967662.49,Reported
Africa,Senegal,B5,Capacity-enhancing,Tax exemption,18549082.05,Modeled
Africa,Senegal,B6,Capacity-enhancing,Fishing access,44711296.53,Modeled
Africa,Senegal,B7,Capacity-enhancing,Fuel subsidies,17042252.59,Reported
Africa,Senegal,C1,Ambiguous,Fisher assistance,18043074.08,Modeled
Africa,Senegal,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,Senegal,C3,Ambiguous,Rural fisher communities,2211393.194,Modeled
Africa,Seychelles,A1,Beneficial,Fisheries mangt.,17776804.84,Reported
Africa,Seychelles,A2,Beneficial,Fishery R&D,420538.2963,Reported
Africa,Seychelles,A3,Beneficial,MPAs,1909233.515,Modeled
Africa,Seychelles,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Africa,Seychelles,B2,Capacity-enhancing,Fisheries dev. projects,21325370.58,Reported
Africa,Seychelles,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Africa,Seychelles,B4,Capacity-enhancing,Markt. & storage infrast.,7976323.233,Reported
Africa,Seychelles,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Africa,Seychelles,B6,Capacity-enhancing,Fishing access,363635.69,Modeled
Africa,Seychelles,B7,Capacity-enhancing,Fuel subsidies,499972.9771,Modeled
Africa,Seychelles,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Africa,Seychelles,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,Seychelles,C3,Ambiguous,Rural fisher communities,162997.5337,Modeled
Africa,Sierra Leone,A1,Beneficial,Fisheries mangt.,5072647.218,Reported
Africa,Sierra Leone,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Africa,Sierra Leone,A3,Beneficial,MPAs,0,not found evidence of subsidy
Africa,Sierra Leone,B1,Capacity-enhancing,Boat constsruct. & renov.,243918.504,Reported
Africa,Sierra Leone,B2,Capacity-enhancing,Fisheries dev. projects,341475.072,Reported
Africa,Sierra Leone,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Africa,Sierra Leone,B4,Capacity-enhancing,Markt. & storage infrast.,297924,Reported
Africa,Sierra Leone,B5,Capacity-enhancing,Tax exemption,3512030.886,Modeled
Africa,Sierra Leone,B6,Capacity-enhancing,Fishing access,4326075.17,Modeled
Africa,Sierra Leone,B7,Capacity-enhancing,Fuel subsidies,0,Reported
Africa,Sierra Leone,C1,Ambiguous,Fisher assistance,16151.09768,Reported
Africa,Sierra Leone,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,Sierra Leone,C3,Ambiguous,Rural fisher communities,54154.458,Reported
Africa,Somalia,A1,Beneficial,Fisheries mangt.,2260639.781,Reported
Africa,Somalia,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Africa,Somalia,A3,Beneficial,MPAs,0,not found evidence of subsidy
Africa,Somalia,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Africa,Somalia,B2,Capacity-enhancing,Fisheries dev. projects,399649.0802,Reported
Africa,Somalia,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Africa,Somalia,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Africa,Somalia,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Africa,Somalia,B6,Capacity-enhancing,Fishing access,24478.04,Modeled
Africa,Somalia,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Africa,Somalia,C1,Ambiguous,Fisher assistance,513127.1214,Modeled
Africa,Somalia,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,Somalia,C3,Ambiguous,Rural fisher communities,919360.8355,Modeled
Africa,South Africa,A1,Beneficial,Fisheries mangt.,35118651.21,Reported
Africa,South Africa,A2,Beneficial,Fishery R&D,5411588.362,Reported
Africa,South Africa,A3,Beneficial,MPAs,5841031.834,Modeled
Africa,South Africa,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Africa,South Africa,B2,Capacity-enhancing,Fisheries dev. projects,40618409.95,Modeled
Africa,South Africa,B3,Capacity-enhancing,Fishing port develop.,41743.10668,Reported
Africa,South Africa,B4,Capacity-enhancing,Markt. & storage infrast.,3579321.243,Reported
Africa,South Africa,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Africa,South Africa,B6,Capacity-enhancing,Fishing access,623506.25,Modeled
Africa,South Africa,B7,Capacity-enhancing,Fuel subsidies,25388558.57,Reported
Africa,South Africa,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Africa,South Africa,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,South Africa,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Africa,Sudan,A1,Beneficial,Fisheries mangt.,808084.1248,Reported
Africa,Sudan,A2,Beneficial,Fishery R&D,29087.38393,Modeled
Africa,Sudan,A3,Beneficial,MPAs,543131.3445,Modeled
Africa,Sudan,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Africa,Sudan,B2,Capacity-enhancing,Fisheries dev. projects,321225.8136,Reported
Africa,Sudan,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Africa,Sudan,B4,Capacity-enhancing,Markt. & storage infrast.,815311.9301,Modeled
Africa,Sudan,B5,Capacity-enhancing,Tax exemption,96054.00835,Modeled
Africa,Sudan,B6,Capacity-enhancing,Fishing access,171150.29,Modeled
Africa,Sudan,B7,Capacity-enhancing,Fuel subsidies,0,Reported
Africa,Sudan,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Africa,Sudan,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,Sudan,C3,Ambiguous,Rural fisher communities,14964.83836,Modeled
Africa,Tanzania,A1,Beneficial,Fisheries mangt.,91663.57466,Reported
Africa,Tanzania,A2,Beneficial,Fishery R&D,1241042.428,Modeled
Africa,Tanzania,A3,Beneficial,MPAs,3552888.17,Modeled
Africa,Tanzania,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Africa,Tanzania,B2,Capacity-enhancing,Fisheries dev. projects,84646.25771,Reported
Africa,Tanzania,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Africa,Tanzania,B4,Capacity-enhancing,Markt. & storage infrast.,645154.7056,Reported
Africa,Tanzania,B5,Capacity-enhancing,Tax exemption,2588344.587,Modeled
Africa,Tanzania,B6,Capacity-enhancing,Fishing access,123530.44,Modeled
Africa,Tanzania,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Africa,Tanzania,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Africa,Tanzania,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,Tanzania,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Africa,Togo,A1,Beneficial,Fisheries mangt.,4082945.453,Reported
Africa,Togo,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Africa,Togo,A3,Beneficial,MPAs,0,not found evidence of subsidy
Africa,Togo,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Africa,Togo,B2,Capacity-enhancing,Fisheries dev. projects,1286920.477,Modeled
Africa,Togo,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Africa,Togo,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Africa,Togo,B5,Capacity-enhancing,Tax exemption,214332.0156,Modeled
Africa,Togo,B6,Capacity-enhancing,Fishing access,160528.82,Modeled
Africa,Togo,B7,Capacity-enhancing,Fuel subsidies,120090.904,Modeled
Africa,Togo,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Africa,Togo,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,Togo,C3,Ambiguous,Rural fisher communities,143890.5679,Modeled
Africa,Tunisia,A1,Beneficial,Fisheries mangt.,276802.9333,Reported
Africa,Tunisia,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Africa,Tunisia,A3,Beneficial,MPAs,1361672.086,Modeled
Africa,Tunisia,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Africa,Tunisia,B2,Capacity-enhancing,Fisheries dev. projects,7624710.37,Modeled
Africa,Tunisia,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Africa,Tunisia,B4,Capacity-enhancing,Markt. & storage infrast.,5791208.797,Modeled
Africa,Tunisia,B5,Capacity-enhancing,Tax exemption,8975810.675,Modeled
Africa,Tunisia,B6,Capacity-enhancing,Fishing access,184753.04,Modeled
Africa,Tunisia,B7,Capacity-enhancing,Fuel subsidies,64122572.56,Modeled
Africa,Tunisia,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Africa,Tunisia,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Africa,Tunisia,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Bahrain,A1,Beneficial,Fisheries mangt.,10990054.9,Modeled
Asia,Bahrain,A2,Beneficial,Fishery R&D,2575002.432,Modeled
Asia,Bahrain,A3,Beneficial,MPAs,0,not found evidence of subsidy
Asia,Bahrain,B1,Capacity-enhancing,Boat constsruct. & renov.,1653254.107,Modeled
Asia,Bahrain,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Bahrain,B3,Capacity-enhancing,Fishing port develop.,2848880.814,Modeled
Asia,Bahrain,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Bahrain,B5,Capacity-enhancing,Tax exemption,5756514.089,Modeled
Asia,Bahrain,B6,Capacity-enhancing,Fishing access,989996.01,Modeled
Asia,Bahrain,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Bahrain,C1,Ambiguous,Fisher assistance,1106171.208,Modeled
Asia,Bahrain,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Bahrain,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Bangladesh,A1,Beneficial,Fisheries mangt.,9047546.933,Reported
Asia,Bangladesh,A2,Beneficial,Fishery R&D,7900501.951,Reported
Asia,Bangladesh,A3,Beneficial,MPAs,3718424.563,Modeled
Asia,Bangladesh,B1,Capacity-enhancing,Boat constsruct. & renov.,3883144.511,Modeled
Asia,Bangladesh,B2,Capacity-enhancing,Fisheries dev. projects,45813224.54,Modeled
Asia,Bangladesh,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Bangladesh,B4,Capacity-enhancing,Markt. & storage infrast.,6598368.872,Reported
Asia,Bangladesh,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Bangladesh,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Asia,Bangladesh,B7,Capacity-enhancing,Fuel subsidies,35088039.27,Modeled
Asia,Bangladesh,C1,Ambiguous,Fisher assistance,47308800,Reported
Asia,Bangladesh,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Bangladesh,C3,Ambiguous,Rural fisher communities,2024552.428,Modeled
Asia,Brunei Darsm,A1,Beneficial,Fisheries mangt.,2676994.35,Modeled
Asia,Brunei Darsm,A2,Beneficial,Fishery R&D,627227.7092,Modeled
Asia,Brunei Darsm,A3,Beneficial,MPAs,291888.1474,Modeled
Asia,Brunei Darsm,B1,Capacity-enhancing,Boat constsruct. & renov.,331698.4963,Modeled
Asia,Brunei Darsm,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Brunei Darsm,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Brunei Darsm,B4,Capacity-enhancing,Markt. & storage infrast.,745176.2492,Modeled
Asia,Brunei Darsm,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Brunei Darsm,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Asia,Brunei Darsm,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Brunei Darsm,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Brunei Darsm,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Brunei Darsm,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Cambodia,A1,Beneficial,Fisheries mangt.,45397687.99,Modeled
Asia,Cambodia,A2,Beneficial,Fishery R&D,3666218.162,Modeled
Asia,Cambodia,A3,Beneficial,MPAs,831999.0866,Modeled
Asia,Cambodia,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Cambodia,B2,Capacity-enhancing,Fisheries dev. projects,9972837.86,Modeled
Asia,Cambodia,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Cambodia,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Cambodia,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Cambodia,B6,Capacity-enhancing,Fishing access,1495908.19,Modeled
Asia,Cambodia,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Cambodia,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Cambodia,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Cambodia,C3,Ambiguous,Rural fisher communities,1886191.015,Modeled
Asia,China,A1,Beneficial,Fisheries mangt.,428865387,Reported
Asia,China,A2,Beneficial,Fishery R&D,172033.4961,Reported
Asia,China,A3,Beneficial,MPAs,5454908.028,Modeled
Asia,China,B1,Capacity-enhancing,Boat constsruct. & renov.,14581816.8,Reported
Asia,China,B2,Capacity-enhancing,Fisheries dev. projects,5752133.196,Reported
Asia,China,B2,Capacity-enhancing,Fisheries dev. projects,902580106.1,Modeled
Asia,China,B3,Capacity-enhancing,Fishing port develop.,185153513.2,Reported
Asia,China,B4,Capacity-enhancing,Markt. & storage infrast.,6194721.574,Reported
Asia,China,B5,Capacity-enhancing,Tax exemption,1062517493,Modeled
Asia,China,B6,Capacity-enhancing,Fishing access,275424947,Modeled
Asia,China,B7,Capacity-enhancing,Fuel subsidies,3433436331,Reported
Asia,China,C1,Ambiguous,Fisher assistance,54898339.52,Reported
Asia,China,C2,Ambiguous,Vessel buyback,886222569,Reported
Asia,China,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Cyprus,A1,Beneficial,Fisheries mangt.,633368.0092,Modeled
Asia,Cyprus,A2,Beneficial,Fishery R&D,148400.0015,Modeled
Asia,Cyprus,A3,Beneficial,MPAs,1131549.547,Modeled
Asia,Cyprus,B1,Capacity-enhancing,Boat constsruct. & renov.,84554.11951,Modeled
Asia,Cyprus,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Cyprus,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Cyprus,B4,Capacity-enhancing,Markt. & storage infrast.,189954.8003,Modeled
Asia,Cyprus,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Cyprus,B6,Capacity-enhancing,Fishing access,25864944.17,Modeled
Asia,Cyprus,B7,Capacity-enhancing,Fuel subsidies,1336031.921,Modeled
Asia,Cyprus,C1,Ambiguous,Fisher assistance,56574.08145,Modeled
Asia,Cyprus,C2,Ambiguous,Vessel buyback,61614.16672,Modeled
Asia,Cyprus,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Hong Kong,A1,Beneficial,Fisheries mangt.,1338136.823,Modeled
Asia,Hong Kong,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Asia,Hong Kong,A3,Beneficial,MPAs,0,not found evidence of subsidy
Asia,Hong Kong,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Hong Kong,B2,Capacity-enhancing,Fisheries dev. projects,40962323.03,Modeled
Asia,Hong Kong,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Hong Kong,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Hong Kong,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Hong Kong,B6,Capacity-enhancing,Fishing access,71892110.84,Modeled
Asia,Hong Kong,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Hong Kong,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Hong Kong,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Hong Kong,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,India,A1,Beneficial,Fisheries mangt.,52122688.5,Reported
Asia,India,A2,Beneficial,Fishery R&D,26710263.24,Reported
Asia,India,A3,Beneficial,MPAs,4127834.913,Modeled
Asia,India,B1,Capacity-enhancing,Boat constsruct. & renov.,8531208.046,Reported
Asia,India,B2,Capacity-enhancing,Fisheries dev. projects,159275.6736,Reported
Asia,India,B3,Capacity-enhancing,Fishing port develop.,10530705.02,Reported
Asia,India,B4,Capacity-enhancing,Markt. & storage infrast.,2762127.639,Reported
Asia,India,B5,Capacity-enhancing,Tax exemption,45961256.01,Modeled
Asia,India,B6,Capacity-enhancing,Fishing access,15971345.57,Modeled
Asia,India,B7,Capacity-enhancing,Fuel subsidies,90487776.48,Reported
Asia,India,C1,Ambiguous,Fisher assistance,8120990.291,Reported
Asia,India,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,India,C3,Ambiguous,Rural fisher communities,11272695.27,Modeled
Asia,Indonesia,A1,Beneficial,Fisheries mangt.,210754701.2,Reported
Asia,Indonesia,A2,Beneficial,Fishery R&D,56386451.51,Reported
Asia,Indonesia,A3,Beneficial,MPAs,41431606.13,Modeled
Asia,Indonesia,B1,Capacity-enhancing,Boat constsruct. & renov.,66744946.25,Reported
Asia,Indonesia,B2,Capacity-enhancing,Fisheries dev. projects,91542906.4,Reported
Asia,Indonesia,B3,Capacity-enhancing,Fishing port develop.,26823464.5,Reported
Asia,Indonesia,B4,Capacity-enhancing,Markt. & storage infrast.,140059127.8,Reported
Asia,Indonesia,B5,Capacity-enhancing,Tax exemption,98477275.81,Modeled
Asia,Indonesia,B6,Capacity-enhancing,Fishing access,1019127.28,Modeled
Asia,Indonesia,B7,Capacity-enhancing,Fuel subsidies,141322801.1,Reported
Asia,Indonesia,C1,Ambiguous,Fisher assistance,4680451.016,Reported
Asia,Indonesia,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Indonesia,C3,Ambiguous,Rural fisher communities,56310415.98,Reported
Asia,Iran,A1,Beneficial,Fisheries mangt.,67491230.07,Modeled
Asia,Iran,A2,Beneficial,Fishery R&D,15813395.21,Modeled
Asia,Iran,A3,Beneficial,MPAs,5544576.344,Modeled
Asia,Iran,B1,Capacity-enhancing,Boat constsruct. & renov.,9696722.097,Modeled
Asia,Iran,B2,Capacity-enhancing,Fisheries dev. projects,130138.9601,Reported
Asia,Iran,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Iran,B4,Capacity-enhancing,Markt. & storage infrast.,21784141.57,Modeled
Asia,Iran,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Iran,B6,Capacity-enhancing,Fishing access,3609634.32,Modeled
Asia,Iran,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Iran,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Iran,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Iran,C3,Ambiguous,Rural fisher communities,8457798.834,Modeled
Asia,Iraq,A1,Beneficial,Fisheries mangt.,617482.2827,Modeled
Asia,Iraq,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Asia,Iraq,A3,Beneficial,MPAs,0,not found evidence of subsidy
Asia,Iraq,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Iraq,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Iraq,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Iraq,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Iraq,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Iraq,B6,Capacity-enhancing,Fishing access,454381.89,Modeled
Asia,Iraq,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Iraq,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Iraq,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Iraq,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Israel,A1,Beneficial,Fisheries mangt.,809638.8608,Modeled
Asia,Israel,A2,Beneficial,Fishery R&D,189700.7843,Modeled
Asia,Israel,A3,Beneficial,MPAs,485400.2559,Modeled
Asia,Israel,B1,Capacity-enhancing,Boat constsruct. & renov.,108106.9553,Modeled
Asia,Israel,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Israel,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Israel,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Israel,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Israel,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Asia,Israel,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Israel,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Israel,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Israel,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Japan,A1,Beneficial,Fisheries mangt.,345674903.4,Reported
Asia,Japan,A2,Beneficial,Fishery R&D,160089659.9,Reported
Asia,Japan,A3,Beneficial,MPAs,28316872.91,Modeled
Asia,Japan,B1,Capacity-enhancing,Boat constsruct. & renov.,146739219.3,Modeled
Asia,Japan,B2,Capacity-enhancing,Fisheries dev. projects,20731419.18,Reported
Asia,Japan,B3,Capacity-enhancing,Fishing port develop.,659197308.7,Reported
Asia,Japan,B4,Capacity-enhancing,Markt. & storage infrast.,28454674.41,Reported
Asia,Japan,B5,Capacity-enhancing,Tax exemption,510935602.7,Modeled
Asia,Japan,B6,Capacity-enhancing,Fishing access,112772067.1,Modeled
Asia,Japan,B7,Capacity-enhancing,Fuel subsidies,631740242.5,Modeled
Asia,Japan,C1,Ambiguous,Fisher assistance,75917356.22,Reported
Asia,Japan,C2,Ambiguous,Vessel buyback,106928139.9,Modeled
Asia,Japan,C3,Ambiguous,Rural fisher communities,32345071.11,Reported
Asia,Jordan,A1,Beneficial,Fisheries mangt.,105387.0716,Modeled
Asia,Jordan,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Asia,Jordan,A3,Beneficial,MPAs,0,not found evidence of subsidy
Asia,Jordan,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Jordan,B2,Capacity-enhancing,Fisheries dev. projects,41621.64651,Modeled
Asia,Jordan,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
